Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Andrew Abbott","CIN",,,,,,,,,,,397.9731140136719,90.14987182617188,,,14.91065502166748,35.822731018066406,0.39194607734680176,2.2406551837921143,84.97554016113281,,,2.372112280280285,,0.21352080622766287,0.09001294247438976,0.1235078637532731,0.253950876237385,,0.2892303317738412,,,,,,,505.7099914550781,,,,,,,-362.02980179786687,,-138.07759356498718,,,,,,,,,,,,,,,,,,,,"Andrew Abbott","29911",671096
"Ryan Borucki","PIT",,,,,,,,,,,113.00370025634766,25.675996780395508,,,3.4750685691833496,11.506901741027832,1.1445510387420654,0.9543597102165222,24.418506622314453,,,2.1220748357701122,,0.21608590308920272,0.101827654447815,0.11425824864138773,0.2573862510455777,,0.30437283731470827,,,,,,,999,,,,,,,-98.0477061390877,,-33.7226625084877,,,,,,,,,,,,,,,,,,,,"Ryan Borucki","16350",621366
"Aaron Civale","MIL",,,,,,,,,,,332.1369323730469,76.50924682617188,,,11.464107513427734,23.656862258911133,0.1466977447271347,3.4873178005218506,69.06549835205078,,,2.9194699447529224,,0.2079428441112907,0.07122623217444668,0.136716611936844,0.2543571530317855,,0.2901841781586452,,,,,,,368.0899963378906,,,,,,,-283.2341076374054,,-92.33494114875793,,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Caleb Thielbar","CHC",,,,,,,,,,,138.35926818847656,29.847837448120117,,,4.718580722808838,13.86911392211914,1.3158901929855347,0.526569664478302,32.88118362426758,,,2.3708207899155735,,0.2376507483363961,0.10023986180113555,0.13741088653526057,0.2433727506602646,,0.2900632718435028,,,,,,,999,,,,,,,-113.0676037669182,,-38.766232907772064,,,,,,,,,,,,,,,,,,,,"Caleb Thielbar","10078",573204
"Matthew Liberatore","STL",,,,,,,,,,,419.5914001464844,96.2881088256836,,,13.511489868164062,39.53493118286133,2.0533430576324463,3.5100889205932617,84.75375366210938,,,2.1437688425483015,,0.20199116004884948,0.0942224534846501,0.10776870656419939,0.2585271288611379,,0.2971397835088282,,,,,,,653.6400146484375,,,,,,,-376.1679613113404,,-135.27692127227783,,,,,,,,,,,,,,,,,,,,"Matthew Liberatore","22294",669461
"Luis L. Ortiz","CLE",,,,,,,,,,,311.7065734863281,73.5826187133789,,,9.475382804870605,25.82622718811035,0.24184119701385498,3.308960199356079,58.985069274902344,,,2.2839212574594465,,0.18923267679335454,0.08285429113429693,0.1063783856590576,0.26385029085132033,,0.29982053768713307,,,,,,,395.9599914550781,,,,,,,-277.2974407672882,,-92.61540007591248,,,,,,,,,,,,,,,,,,,,"Luis L. Ortiz","27646",682847
"Patrick Monteverde","MIA",,,,,,,,,,,61.435890197753906,14.837883949279785,,,2.3736705780029297,5.126608848571777,0.6169528365135193,0.336683452129364,10.805176734924316,,,2.10766552590306,,0.17587727141486675,0.08344648107270701,0.09243079034215974,0.2682158511403784,,0.2904831762572573,,,,,,,999,,,,,,,-62.55416980981827,,-25.637240946292877,,,,,,,,,,,,,,,,,,,,"Patrick Monteverde","sa3016940",687287
"Nick Anderson","STL",,,,,,,,,,,85.75762176513672,19.658550262451172,,,2.7900688648223877,7.028491973876953,0.21463283896446228,0.7689960598945618,17.511314392089844,,,2.4914753345631993,,0.2041954293001251,0.08195763629180147,0.12223779300832363,0.25566213909856833,,0.29298823771816346,,,,,,,750.9500122070312,,,,,,,-73.79991303682327,,-24.640730559825897,,,,,,,,,,,,,,,,,,,,"Nick Anderson","18337",623433
"Hogan Harris","OAK",,,,,,,,,,,182.34072875976562,40.80224609375,,,6.0438947677612305,18.35280418395996,1.1604697704315186,1.4554427862167358,38.688209533691406,,,2.108027151921789,,0.21217535871902332,0.10065115078123783,0.11152420793778549,0.2538647689265306,,0.29454509781274313,,,,,,,750.9400024414062,,,,,,,-162.4740673303604,,-60.618953824043274,,,,,,,,,,,,,,,,,,,,"Hogan Harris","21520",663687
"Jack Kochanowicz","LAA",,,,,,,,,,,281.67047119140625,73.52356719970703,,,7.127862930297852,16.183183670043945,0.16462458670139313,4.323775768280029,37.53377151489258,,,2.3193070214218645,,0.13325419365449526,0.057454313906575,0.07579987974792025,0.2844553573431536,,0.30704286345605475,,,,,,,664.3900146484375,,,,,,,-265.28732404708865,,-79.11555337905884,,,,,,,,,,,,,,,,,,,,"Jack Kochanowicz","27688",686799
"Abner Uribe","MIL",,,,,,,,,,,142.41543579101562,27.632373809814453,,,2.703123092651367,16.607709884643555,0.4411303997039795,1.4995479583740234,38.640769958496094,,,2.3266765994163694,,0.27132431076641605,0.11661453544273227,0.1547097753236838,0.22448615862158305,,0.3010103316401967,,,,,,,628.8300170898438,,,,,,,-82.13281955718995,,-12.18083381652832,,,,,,,,,,,,,,,,,,,,"Abner Uribe","25327",682842
"Hunter Strickland","TEX",,,,,,,,,,,56.35689926147461,12.578349113464355,,,1.8861217498779297,4.921654224395752,0.14964509010314941,0.6240676641464233,11.265850067138672,,,2.2890372938626786,,0.19990187918021193,0.08733011022414745,0.11257176895606448,0.2513546563144902,,0.2843607532403034,,,,,,,999,,,,,,,-50.00847074985504,,-18.625048279762268,,,,,,,,,,,,,,,,,,,,"Hunter Strickland","7836",519326
"Danny Young","NYM",,,,,,,,,,,139.35919189453125,30.21017837524414,,,3.5924160480499268,16.12574577331543,1.4081411361694336,1.8534917831420898,30.840566635131836,,,1.9125048272909155,,0.2213027086040536,0.11571354249470385,0.10558916610934975,0.25063790777390443,,0.30513302863319447,,,,,,,999,,,,,,,-114.98976056575775,,-38.957988023757935,,,,,,,,,,,,,,,,,,,,"Danny Young","18439",664849
"James Karinchak","CHW",,,,,,,,,,,54.37189483642578,10.800483703613281,,,1.710234522819519,6.206441402435303,0.1197981983423233,0.536154568195343,14.04281234741211,,,2.2626190173811915,,0.25827336696024616,0.11414796966533845,0.1441253972949077,0.2300113930006811,,0.2856436119231653,,,,,,,743.1699829101562,,,,,,,-41.259305477142334,,-14.375212013721466,,,,,,,,,,,,,,,,,,,,"James Karinchak","20151",675916
"Mike Burrows","PIT",,,,,,,,,,,68.43315887451172,15.009434700012207,,,2.051394462585449,5.206894397735596,0.1844545602798462,0.6523834466934204,15.775599479675293,,,3.0297521467951944,,0.23052566532261887,0.07608730158553195,0.15443836373708691,0.24316495994480414,,0.29002700609666565,,,,,,,750.719970703125,,,,,,,-50.28331668376923,,-12.694762587547302,,,,,,,,,,,,,,,,,,,,"Mike Burrows","24728",681347
"Sawyer Gipson-Long","DET",,,,,,,,,,,88.28861236572266,19.999637603759766,,,2.4521758556365967,5.254683494567871,0.1927817165851593,0.9496404528617859,20.394569396972656,,,3.881217473527365,,0.23099886667706518,0.05951711499101508,0.1714817516860501,0.24669670250432596,,0.2966595258493557,,,,,,,724.25,,,,,,,-59.98465384244919,,-9.702119171619415,,,,,,,,,,,,,,,,,,,,"Sawyer Gipson-Long","26048",687830
"Rhett Lowder","CIN",,,,,,,,,,,253.05076599121094,60.43310546875,,,6.917602062225342,17.62879753112793,0.14559921622276306,2.5076375007629395,47.69813537597656,,,2.7056942081133952,,0.18849235721196447,0.06966506290575789,0.11882729430620659,0.26255896987072336,,0.30054521517565524,,,,,,,537.4199829101562,,,,,,,-207.2256139278412,,-54.941861152648926,,,,,,,,,,,,,,,,,,,,"Rhett Lowder","33876",695076
"Luke Weaver","NYY",,,,,,,,,,,158.41720581054688,34.46354293823242,,,5.024216175079346,9.671311378479004,0.7479158639907837,1.5493181943893433,40.9881706237793,,,4.238119218763636,,0.25873559891466313,0.06104962733685031,0.1976859715778128,0.23733479528138735,,0.2913940591187716,,,,,,,374.45001220703125,,,,,,,-103.0886180639267,,-17.000357747077942,,,,,,,,,,,,,,,,,,,,"Luke Weaver","16918",596133
"Jon Gray","TEX",,,,,,,,,,,231.1069793701172,52.441837310791016,,,7.007868766784668,14.278311729431152,0.23062530159950256,2.198397636413574,50.265254974365234,,,3.520392041221235,,0.21749778008160267,0.061782261047878075,0.1557155190337246,0.2475237030013659,,0.289122173795496,,,,,,,584.6599731445312,,,,,,,-171.4451809883118,,-40.001912117004395,,,,,,,,,,,,,,,,,,,,"Jon Gray","14916",592351
"Eli Morgan","CHC",,,,,,,,,,,125.34928894042969,28.42613983154297,,,4.222439289093018,8.683455467224121,0.2645840048789978,1.0795159339904785,27.6594295501709,,,3.18530217084339,,0.22065884684288567,0.06927407040458601,0.15138477643829967,0.24970114911407643,,0.28958447118073116,,,,,,,999,,,,,,,-99.81402192115783,,-28.86176586151123,,,,,,,,,,,,,,,,,,,,"Eli Morgan","20203",669212
"Luke Jackson","TEX",,,,,,,,,,,158.2099151611328,33.195674896240234,,,3.8215677738189697,14.787698745727539,0.48129183053970337,1.5578149557113647,38.00184631347656,,,2.5698282719247345,,0.24019889192641714,0.09346884947549994,0.1467300424509172,0.23662195835563038,,0.2941025158806079,,,,,,,684.6699829101562,,,,,,,-106.34688682556153,,-22.713229537010193,,,,,,,,,,,,,,,,,,,,"Luke Jackson","11752",592426
"Osvaldo Bido","OAK",,,,,,,,,,,276.3260498046875,60.39264678955078,,,8.544313430786133,22.411975860595703,0.3402331471443176,4.235733509063721,60.58073806762695,,,2.703052084494648,,0.2192364350391379,0.0811069961606476,0.1381294388784903,0.24535137031036366,,0.28758255765438073,,,,,,,440.82000732421875,,,,,,,-220.89758882522585,,-69.85772657394409,,,,,,,,,,,,,,,,,,,,"Osvaldo Bido","23150",674370
"Jack Leiter","TEX",,,,,,,,,,,292.35382080078125,62.579368591308594,,,8.990889549255371,27.663057327270508,0.20192435383796692,3.5259716510772705,66.78359985351562,,,2.414180004163159,,0.2284341612864502,0.09462184298292771,0.13381231830352247,0.24293016725758407,,0.2894859247042877,,,,,,,403.1099853515625,,,,,,,-233.2941870212555,,-76.88145136833191,,,,,,,,,,,,,,,,,,,,"Jack Leiter","30146",683004
"Colton Gordon","HOU",,,,,,,,,,,61.5916862487793,14.468420028686523,,,2.2781994342803955,4.917220115661621,0.32947278022766113,0.47167277336120605,11.872035026550293,,,2.4143794150555102,,0.19275385607396953,0.07983577679299333,0.11291807928097619,0.2605475000987492,,0.28943010886231124,,,,,,,999,,,,,,,-58.06235373020173,,-22.039201259613037,,,,,,,,,,,,,,,,,,,,"Colton Gordon","sa3019426",676467
